"PERIODO","RUBRO","TIPO_PRESTACION","BARRIO","total","COMUNA"
201301,"ACERAS","RECLAMO","AGRONOMIA",6,15
201301,"ACERAS","RECLAMO","ALMAGRO",172,5
201301,"ACERAS","RECLAMO","BALVANERA",92,3
201301,"ACERAS","RECLAMO","BARRACAS",45,4
201301,"ACERAS","RECLAMO","BELGRANO",79,13
201301,"ACERAS","RECLAMO","BOCA",10,4
201301,"ACERAS","RECLAMO","BOEDO",38,5
201301,"ACERAS","RECLAMO","CABALLITO",109,6
201301,"ACERAS","RECLAMO","CHACARITA",20,15
201301,"ACERAS","RECLAMO","COGHLAN",45,12
201301,"ACERAS","RECLAMO","COLEGIALES",26,13
201301,"ACERAS","RECLAMO","CONSTITUCION",13,1
201301,"ACERAS","RECLAMO","FLORES",111,7
201301,"ACERAS","RECLAMO","FLORESTA",28,10
201301,"ACERAS","RECLAMO","LINIERS",24,9
201301,"ACERAS","RECLAMO","MATADEROS",97,9
201301,"ACERAS","RECLAMO","MONSERRAT",44,1
201301,"ACERAS","RECLAMO","MONTE CASTRO",26,10
201301,"ACERAS","RECLAMO","NUÑEZ",32,13
201301,"ACERAS","RECLAMO","NUEVA POMPEYA",63,4
201301,"ACERAS","RECLAMO","PALERMO",113,14
201301,"ACERAS","RECLAMO","PARQUE AVELLANEDA",41,9
201301,"ACERAS","RECLAMO","PARQUE CHACABUCO",54,7
201301,"ACERAS","RECLAMO","PARQUE CHAS",20,15
201301,"ACERAS","RECLAMO","PARQUE PATRICIOS",28,4
201301,"ACERAS","RECLAMO","PATERNAL",54,15
201301,"ACERAS","RECLAMO","PUERTO MADERO",1,1
201301,"ACERAS","RECLAMO","RECOLETA",53,2
201301,"ACERAS","RECLAMO","RETIRO",15,1
201301,"ACERAS","RECLAMO","SAAVEDRA",48,12
201301,"ACERAS","RECLAMO","SAN CRISTOBAL",33,3
201301,"ACERAS","RECLAMO","SAN NICOLAS",43,1
201301,"ACERAS","RECLAMO","SAN TELMO",21,1
201301,"ACERAS","RECLAMO","VELEZ SARSFIELD",36,10
201301,"ACERAS","RECLAMO","VERSALLES",15,10
201301,"ACERAS","RECLAMO","VILLA CRESPO",54,15
201301,"ACERAS","RECLAMO","VILLA DEL PARQUE",44,11
201301,"ACERAS","RECLAMO","VILLA DEVOTO",49,11
201301,"ACERAS","RECLAMO","VILLA GRAL. MITRE",31,11
201301,"ACERAS","RECLAMO","VILLA LUGANO",80,8
201301,"ACERAS","RECLAMO","VILLA LURO",40,10
201301,"ACERAS","RECLAMO","VILLA ORTUZAR",18,15
201301,"ACERAS","RECLAMO","VILLA PUEYRREDON",25,12
201301,"ACERAS","RECLAMO","VILLA REAL",8,10
201301,"ACERAS","RECLAMO","VILLA RIACHUELO",8,8
201301,"ACERAS","RECLAMO","VILLA SANTA RITA",39,11
201301,"ACERAS","RECLAMO","VILLA SOLDATI",24,8
201301,"ACERAS","RECLAMO","VILLA URQUIZA",80,12
201301,"ACERAS","SOLICITUD","ALMAGRO",4,5
201301,"ACERAS","SOLICITUD","BARRACAS",1,4
201301,"ACERAS","SOLICITUD","BELGRANO",4,13
201301,"ACERAS","SOLICITUD","BOCA",1,4
201301,"ACERAS","SOLICITUD","BOEDO",1,5
201301,"ACERAS","SOLICITUD","CABALLITO",10,6
201301,"ACERAS","SOLICITUD","CHACARITA",4,15
201301,"ACERAS","SOLICITUD","COGHLAN",1,12
201301,"ACERAS","SOLICITUD","COLEGIALES",3,13
201301,"ACERAS","SOLICITUD","CONSTITUCION",1,1
201301,"ACERAS","SOLICITUD","MATADEROS",2,9
201301,"ACERAS","SOLICITUD","NUÑEZ",1,13
201301,"ACERAS","SOLICITUD","NUEVA POMPEYA",1,4
201301,"ACERAS","SOLICITUD","PALERMO",2,14
201301,"ACERAS","SOLICITUD","PARQUE AVELLANEDA",1,9
201301,"ACERAS","SOLICITUD","PARQUE CHACABUCO",2,7
201301,"ACERAS","SOLICITUD","PARQUE PATRICIOS",1,4
201301,"ACERAS","SOLICITUD","PATERNAL",3,15
201301,"ACERAS","SOLICITUD","RECOLETA",2,2
201301,"ACERAS","SOLICITUD","SAAVEDRA",7,12
201301,"ACERAS","SOLICITUD","SAN CRISTOBAL",1,3
201301,"ACERAS","SOLICITUD","SAN TELMO",1,1
201301,"ACERAS","SOLICITUD","VELEZ SARSFIELD",1,10
201301,"ACERAS","SOLICITUD","VILLA CRESPO",2,15
201301,"ACERAS","SOLICITUD","VILLA DEVOTO",2,11
201301,"ACERAS","SOLICITUD","VILLA LUGANO",1,8
201301,"ACERAS","SOLICITUD","VILLA PUEYRREDON",1,12
201301,"ACERAS","SOLICITUD","VILLA SANTA RITA",1,11
201301,"ACERAS","SOLICITUD","VILLA URQUIZA",5,12
201301,"ACTOS DE CORRUPCION","DENUNCIA","ALMAGRO",1,5
201301,"ACTOS DE CORRUPCION","DENUNCIA","BARRACAS",2,4
201301,"ACTOS DE CORRUPCION","DENUNCIA","BELGRANO",1,13
201301,"ACTOS DE CORRUPCION","DENUNCIA","BOCA",1,4
201301,"ACTOS DE CORRUPCION","DENUNCIA","BOEDO",1,5
201301,"ACTOS DE CORRUPCION","DENUNCIA","CABALLITO",1,6
201301,"ACTOS DE CORRUPCION","DENUNCIA","CHACARITA",1,15
201301,"ACTOS DE CORRUPCION","DENUNCIA","CONSTITUCION",2,1
201301,"ACTOS DE CORRUPCION","DENUNCIA","FLORES",1,7
201301,"ACTOS DE CORRUPCION","DENUNCIA","LINIERS",1,9
201301,"ACTOS DE CORRUPCION","DENUNCIA","MONSERRAT",2,1
201301,"ACTOS DE CORRUPCION","DENUNCIA","PALERMO",4,14
201301,"ACTOS DE CORRUPCION","DENUNCIA","PARQUE CHACABUCO",1,7
201301,"ACTOS DE CORRUPCION","DENUNCIA","PARQUE PATRICIOS",4,4
201301,"ACTOS DE CORRUPCION","DENUNCIA","PATERNAL",1,15
201301,"ACTOS DE CORRUPCION","DENUNCIA","SAN NICOLAS",3,1
201301,"ACTOS DE CORRUPCION","DENUNCIA","VILLA CRESPO",2,15
201301,"ACTOS DE CORRUPCION","DENUNCIA","VILLA DEL PARQUE",1,11
201301,"ACTOS DE CORRUPCION","DENUNCIA","VILLA LURO",2,10
201301,"ACTOS DE CORRUPCION","DENUNCIA","VILLA PUEYRREDON",1,12
201301,"ACTOS DE CORRUPCION","DENUNCIA","VILLA URQUIZA",1,12
201301,"ALBERGUE TRANSITORIO","DENUNCIA","MONSERRAT",2,1
201301,"ALUMBRADO","RECLAMO","AGRONOMIA",38,15
201301,"ALUMBRADO","RECLAMO","ALMAGRO",130,5
201301,"ALUMBRADO","RECLAMO","BALVANERA",66,3
201301,"ALUMBRADO","RECLAMO","BARRACAS",118,4
201301,"ALUMBRADO","RECLAMO","BELGRANO",71,13
201301,"ALUMBRADO","RECLAMO","BOCA",50,4
201301,"ALUMBRADO","RECLAMO","BOEDO",52,5
201301,"ALUMBRADO","RECLAMO","CABALLITO",178,6
201301,"ALUMBRADO","RECLAMO","CHACARITA",54,15
201301,"ALUMBRADO","RECLAMO","COGHLAN",26,12
201301,"ALUMBRADO","RECLAMO","COLEGIALES",31,13
201301,"ALUMBRADO","RECLAMO","CONSTITUCION",27,1
201301,"ALUMBRADO","RECLAMO","FLORES",248,7
201301,"ALUMBRADO","RECLAMO","FLORESTA",111,10
201301,"ALUMBRADO","RECLAMO","LINIERS",153,9
201301,"ALUMBRADO","RECLAMO","MATADEROS",175,9
201301,"ALUMBRADO","RECLAMO","MONSERRAT",15,1
201301,"ALUMBRADO","RECLAMO","MONTE CASTRO",100,10
201301,"ALUMBRADO","RECLAMO","NUÑEZ",36,13
201301,"ALUMBRADO","RECLAMO","NUEVA POMPEYA",135,4
201301,"ALUMBRADO","RECLAMO","PALERMO",74,14
201301,"ALUMBRADO","RECLAMO","PARQUE AVELLANEDA",111,9
201301,"ALUMBRADO","RECLAMO","PARQUE CHACABUCO",134,7
201301,"ALUMBRADO","RECLAMO","PARQUE CHAS",42,15
201301,"ALUMBRADO","RECLAMO","PARQUE PATRICIOS",72,4
201301,"ALUMBRADO","RECLAMO","PATERNAL",26,15
201301,"ALUMBRADO","RECLAMO","PUERTO MADERO",1,1
201301,"ALUMBRADO","RECLAMO","RECOLETA",53,2
201301,"ALUMBRADO","RECLAMO","RETIRO",15,1
201301,"ALUMBRADO","RECLAMO","SAAVEDRA",92,12
201301,"ALUMBRADO","RECLAMO","SAN CRISTOBAL",72,3
201301,"ALUMBRADO","RECLAMO","SAN NICOLAS",22,1
201301,"ALUMBRADO","RECLAMO","SAN TELMO",24,1
201301,"ALUMBRADO","RECLAMO","VELEZ SARSFIELD",104,10
201301,"ALUMBRADO","RECLAMO","VERSALLES",26,10
201301,"ALUMBRADO","RECLAMO","VILLA CRESPO",137,15
201301,"ALUMBRADO","RECLAMO","VILLA DEL PARQUE",87,11
201301,"ALUMBRADO","RECLAMO","VILLA DEVOTO",140,11
201301,"ALUMBRADO","RECLAMO","VILLA GRAL. MITRE",45,11
201301,"ALUMBRADO","RECLAMO","VILLA LUGANO",131,8
201301,"ALUMBRADO","RECLAMO","VILLA LURO",76,10
201301,"ALUMBRADO","RECLAMO","VILLA ORTUZAR",41,15
201301,"ALUMBRADO","RECLAMO","VILLA PUEYRREDON",60,12
201301,"ALUMBRADO","RECLAMO","VILLA REAL",32,10
201301,"ALUMBRADO","RECLAMO","VILLA RIACHUELO",19,8
201301,"ALUMBRADO","RECLAMO","VILLA SANTA RITA",66,11
201301,"ALUMBRADO","RECLAMO","VILLA SOLDATI",47,8
201301,"ALUMBRADO","RECLAMO","VILLA URQUIZA",103,12
201301,"ALUMBRADO","SOLICITUD","AGRONOMIA",1,15
201301,"ALUMBRADO","SOLICITUD","ALMAGRO",7,5
201301,"ALUMBRADO","SOLICITUD","BALVANERA",3,3
201301,"ALUMBRADO","SOLICITUD","BARRACAS",6,4
201301,"ALUMBRADO","SOLICITUD","BELGRANO",11,13
201301,"ALUMBRADO","SOLICITUD","BOCA",5,4
201301,"ALUMBRADO","SOLICITUD","BOEDO",3,5
201301,"ALUMBRADO","SOLICITUD","CABALLITO",9,6
201301,"ALUMBRADO","SOLICITUD","CHACARITA",1,15
201301,"ALUMBRADO","SOLICITUD","COGHLAN",2,12
201301,"ALUMBRADO","SOLICITUD","COLEGIALES",3,13
201301,"ALUMBRADO","SOLICITUD","CONSTITUCION",1,1
201301,"ALUMBRADO","SOLICITUD","FLORES",15,7
201301,"ALUMBRADO","SOLICITUD","FLORESTA",7,10
201301,"ALUMBRADO","SOLICITUD","LINIERS",5,9
201301,"ALUMBRADO","SOLICITUD","MATADEROS",4,9
201301,"ALUMBRADO","SOLICITUD","MONSERRAT",1,1
201301,"ALUMBRADO","SOLICITUD","MONTE CASTRO",3,10
201301,"ALUMBRADO","SOLICITUD","NUÑEZ",4,13
201301,"ALUMBRADO","SOLICITUD","NUEVA POMPEYA",6,4
201301,"ALUMBRADO","SOLICITUD","PALERMO",8,14
201301,"ALUMBRADO","SOLICITUD","PARQUE AVELLANEDA",2,9
201301,"ALUMBRADO","SOLICITUD","PARQUE CHACABUCO",3,7
201301,"ALUMBRADO","SOLICITUD","PARQUE PATRICIOS",3,4
201301,"ALUMBRADO","SOLICITUD","PATERNAL",2,15
201301,"ALUMBRADO","SOLICITUD","RECOLETA",7,2
201301,"ALUMBRADO","SOLICITUD","RETIRO",1,1
201301,"ALUMBRADO","SOLICITUD","SAAVEDRA",7,12
201301,"ALUMBRADO","SOLICITUD","SAN CRISTOBAL",2,3
201301,"ALUMBRADO","SOLICITUD","SAN TELMO",2,1
201301,"ALUMBRADO","SOLICITUD","VELEZ SARSFIELD",7,10
201301,"ALUMBRADO","SOLICITUD","VILLA CRESPO",7,15
201301,"ALUMBRADO","SOLICITUD","VILLA DEL PARQUE",8,11
201301,"ALUMBRADO","SOLICITUD","VILLA DEVOTO",6,11
201301,"ALUMBRADO","SOLICITUD","VILLA GRAL. MITRE",3,11
201301,"ALUMBRADO","SOLICITUD","VILLA LUGANO",6,8
201301,"ALUMBRADO","SOLICITUD","VILLA LURO",3,10
201301,"ALUMBRADO","SOLICITUD","VILLA SANTA RITA",6,11
201301,"ALUMBRADO","SOLICITUD","VILLA SOLDATI",3,8
201301,"ALUMBRADO","SOLICITUD","VILLA URQUIZA",7,12
201301,"ANGARES / GUARDA DE EMBARCACIONES","DENUNCIA","SAN NICOLAS",1,1
201301,"ARBOLADO","RECLAMO","AGRONOMIA",11,15
201301,"ARBOLADO","RECLAMO","ALMAGRO",58,5
201301,"ARBOLADO","RECLAMO","BALVANERA",30,3
201301,"ARBOLADO","RECLAMO","BARRACAS",32,4
201301,"ARBOLADO","RECLAMO","BELGRANO",50,13
201301,"ARBOLADO","RECLAMO","BOCA",10,4
201301,"ARBOLADO","RECLAMO","BOEDO",46,5
201301,"ARBOLADO","RECLAMO","CABALLITO",128,6
201301,"ARBOLADO","RECLAMO","CHACARITA",29,15
201301,"ARBOLADO","RECLAMO","COGHLAN",45,12
201301,"ARBOLADO","RECLAMO","COLEGIALES",32,13
201301,"ARBOLADO","RECLAMO","CONSTITUCION",6,1
201301,"ARBOLADO","RECLAMO","FLORES",94,7
201301,"ARBOLADO","RECLAMO","FLORESTA",27,10
201301,"ARBOLADO","RECLAMO","LINIERS",46,9
201301,"ARBOLADO","RECLAMO","MATADEROS",110,9
201301,"ARBOLADO","RECLAMO","MONSERRAT",6,1
201301,"ARBOLADO","RECLAMO","MONTE CASTRO",38,10
201301,"ARBOLADO","RECLAMO","NUÑEZ",53,13
201301,"ARBOLADO","RECLAMO","NUEVA POMPEYA",70,4
201301,"ARBOLADO","RECLAMO","PALERMO",92,14
201301,"ARBOLADO","RECLAMO","PARQUE AVELLANEDA",43,9
201301,"ARBOLADO","RECLAMO","PARQUE CHACABUCO",48,7
201301,"ARBOLADO","RECLAMO","PARQUE CHAS",14,15
201301,"ARBOLADO","RECLAMO","PARQUE PATRICIOS",43,4
201301,"ARBOLADO","RECLAMO","PATERNAL",55,15
201301,"ARBOLADO","RECLAMO","RECOLETA",24,2
201301,"ARBOLADO","RECLAMO","RETIRO",5,1
201301,"ARBOLADO","RECLAMO","SAAVEDRA",63,12
201301,"ARBOLADO","RECLAMO","SAN CRISTOBAL",24,3
201301,"ARBOLADO","RECLAMO","SAN NICOLAS",5,1
201301,"ARBOLADO","RECLAMO","SAN TELMO",3,1
201301,"ARBOLADO","RECLAMO","VELEZ SARSFIELD",33,10
201301,"ARBOLADO","RECLAMO","VERSALLES",26,10
201301,"ARBOLADO","RECLAMO","VILLA CRESPO",61,15
201301,"ARBOLADO","RECLAMO","VILLA DEL PARQUE",56,11
201301,"ARBOLADO","RECLAMO","VILLA DEVOTO",59,11
201301,"ARBOLADO","RECLAMO","VILLA GRAL. MITRE",43,11
201301,"ARBOLADO","RECLAMO","VILLA LUGANO",60,8
201301,"ARBOLADO","RECLAMO","VILLA LURO",27,10
201301,"ARBOLADO","RECLAMO","VILLA ORTUZAR",29,15
201301,"ARBOLADO","RECLAMO","VILLA PUEYRREDON",49,12
201301,"ARBOLADO","RECLAMO","VILLA REAL",16,10
201301,"ARBOLADO","RECLAMO","VILLA RIACHUELO",9,8
201301,"ARBOLADO","RECLAMO","VILLA SANTA RITA",47,11
201301,"ARBOLADO","RECLAMO","VILLA SOLDATI",20,8
201301,"ARBOLADO","RECLAMO","VILLA URQUIZA",80,12
201301,"ARBOLADO","SOLICITUD","AGRONOMIA",14,15
201301,"ARBOLADO","SOLICITUD","ALMAGRO",62,5
201301,"ARBOLADO","SOLICITUD","BALVANERA",32,3
201301,"ARBOLADO","SOLICITUD","BARRACAS",35,4
201301,"ARBOLADO","SOLICITUD","BELGRANO",52,13
201301,"ARBOLADO","SOLICITUD","BOCA",11,4
201301,"ARBOLADO","SOLICITUD","BOEDO",30,5
201301,"ARBOLADO","SOLICITUD","CABALLITO",77,6
201301,"ARBOLADO","SOLICITUD","CHACARITA",10,15
201301,"ARBOLADO","SOLICITUD","COGHLAN",16,12
201301,"ARBOLADO","SOLICITUD","COLEGIALES",21,13
201301,"ARBOLADO","SOLICITUD","CONSTITUCION",5,1
201301,"ARBOLADO","SOLICITUD","FLORES",69,7
201301,"ARBOLADO","SOLICITUD","FLORESTA",17,10
201301,"ARBOLADO","SOLICITUD","LINIERS",29,9
201301,"ARBOLADO","SOLICITUD","MATADEROS",58,9
201301,"ARBOLADO","SOLICITUD","MONSERRAT",5,1
201301,"ARBOLADO","SOLICITUD","MONTE CASTRO",26,10
201301,"ARBOLADO","SOLICITUD","NUÑEZ",23,13
201301,"ARBOLADO","SOLICITUD","NUEVA POMPEYA",51,4
201301,"ARBOLADO","SOLICITUD","PALERMO",66,14
201301,"ARBOLADO","SOLICITUD","PARQUE AVELLANEDA",44,9
201301,"ARBOLADO","SOLICITUD","PARQUE CHACABUCO",42,7
201301,"ARBOLADO","SOLICITUD","PARQUE CHAS",16,15
201301,"ARBOLADO","SOLICITUD","PARQUE PATRICIOS",18,4
201301,"ARBOLADO","SOLICITUD","PATERNAL",15,15
201301,"ARBOLADO","SOLICITUD","RECOLETA",22,2
201301,"ARBOLADO","SOLICITUD","RETIRO",4,1
201301,"ARBOLADO","SOLICITUD","SAAVEDRA",38,12
201301,"ARBOLADO","SOLICITUD","SAN CRISTOBAL",19,3
201301,"ARBOLADO","SOLICITUD","SAN NICOLAS",3,1
201301,"ARBOLADO","SOLICITUD","SAN TELMO",4,1
201301,"ARBOLADO","SOLICITUD","VELEZ SARSFIELD",22,10
201301,"ARBOLADO","SOLICITUD","VERSALLES",19,10
201301,"ARBOLADO","SOLICITUD","VILLA CRESPO",46,15
201301,"ARBOLADO","SOLICITUD","VILLA DEL PARQUE",46,11
201301,"ARBOLADO","SOLICITUD","VILLA DEVOTO",70,11
201301,"ARBOLADO","SOLICITUD","VILLA GRAL. MITRE",19,11
201301,"ARBOLADO","SOLICITUD","VILLA LUGANO",40,8
201301,"ARBOLADO","SOLICITUD","VILLA LURO",16,10
201301,"ARBOLADO","SOLICITUD","VILLA ORTUZAR",23,15
201301,"ARBOLADO","SOLICITUD","VILLA PUEYRREDON",46,12
201301,"ARBOLADO","SOLICITUD","VILLA REAL",16,10
201301,"ARBOLADO","SOLICITUD","VILLA RIACHUELO",12,8
201301,"ARBOLADO","SOLICITUD","VILLA SANTA RITA",33,11
201301,"ARBOLADO","SOLICITUD","VILLA SOLDATI",22,8
201301,"ARBOLADO","SOLICITUD","VILLA URQUIZA",71,12
201301,"ATENCION SOCIAL","RECLAMO","AGRONOMIA",1,15
201301,"ATENCION SOCIAL","RECLAMO","ALMAGRO",76,5
201301,"ATENCION SOCIAL","RECLAMO","BALVANERA",140,3
201301,"ATENCION SOCIAL","RECLAMO","BARRACAS",62,4
201301,"ATENCION SOCIAL","RECLAMO","BELGRANO",54,13
201301,"ATENCION SOCIAL","RECLAMO","BOCA",54,4
201301,"ATENCION SOCIAL","RECLAMO","BOEDO",29,5
201301,"ATENCION SOCIAL","RECLAMO","CABALLITO",59,6
201301,"ATENCION SOCIAL","RECLAMO","CHACARITA",13,15
201301,"ATENCION SOCIAL","RECLAMO","COGHLAN",5,12
201301,"ATENCION SOCIAL","RECLAMO","COLEGIALES",16,13
201301,"ATENCION SOCIAL","RECLAMO","CONSTITUCION",114,1
201301,"ATENCION SOCIAL","RECLAMO","ERRORNOHAYRESULTADOS",2,NA
201301,"ATENCION SOCIAL","RECLAMO","FLORES",86,7
201301,"ATENCION SOCIAL","RECLAMO","FLORESTA",15,10
201301,"ATENCION SOCIAL","RECLAMO","LINIERS",11,9
201301,"ATENCION SOCIAL","RECLAMO","MATADEROS",16,9
201301,"ATENCION SOCIAL","RECLAMO","MONSERRAT",78,1
201301,"ATENCION SOCIAL","RECLAMO","MONTE CASTRO",8,10
201301,"ATENCION SOCIAL","RECLAMO","NUÑEZ",8,13
201301,"ATENCION SOCIAL","RECLAMO","NUEVA POMPEYA",28,4
201301,"ATENCION SOCIAL","RECLAMO","PALERMO",128,14
201301,"ATENCION SOCIAL","RECLAMO","PARQUE AVELLANEDA",10,9
201301,"ATENCION SOCIAL","RECLAMO","PARQUE CHACABUCO",28,7
201301,"ATENCION SOCIAL","RECLAMO","PARQUE PATRICIOS",61,4
201301,"ATENCION SOCIAL","RECLAMO","PATERNAL",10,15
201301,"ATENCION SOCIAL","RECLAMO","PUERTO MADERO",4,1
201301,"ATENCION SOCIAL","RECLAMO","RECOLETA",106,2
201301,"ATENCION SOCIAL","RECLAMO","RETIRO",152,1
201301,"ATENCION SOCIAL","RECLAMO","SAAVEDRA",20,12
201301,"ATENCION SOCIAL","RECLAMO","SAN CRISTOBAL",36,3
201301,"ATENCION SOCIAL","RECLAMO","SAN NICOLAS",127,1
201301,"ATENCION SOCIAL","RECLAMO","SAN TELMO",65,1
201301,"ATENCION SOCIAL","RECLAMO","VELEZ SARSFIELD",5,10
201301,"ATENCION SOCIAL","RECLAMO","VERSALLES",1,10
201301,"ATENCION SOCIAL","RECLAMO","VILLA CRESPO",18,15
201301,"ATENCION SOCIAL","RECLAMO","VILLA DEL PARQUE",4,11
201301,"ATENCION SOCIAL","RECLAMO","VILLA DEVOTO",12,11
201301,"ATENCION SOCIAL","RECLAMO","VILLA GRAL. MITRE",5,11
201301,"ATENCION SOCIAL","RECLAMO","VILLA LUGANO",8,8
201301,"ATENCION SOCIAL","RECLAMO","VILLA LURO",4,10
201301,"ATENCION SOCIAL","RECLAMO","VILLA ORTUZAR",2,15
201301,"ATENCION SOCIAL","RECLAMO","VILLA PUEYRREDON",1,12
201301,"ATENCION SOCIAL","RECLAMO","VILLA RIACHUELO",1,8
201301,"ATENCION SOCIAL","RECLAMO","VILLA SANTA RITA",1,11
201301,"ATENCION SOCIAL","RECLAMO","VILLA SOLDATI",3,8
201301,"ATENCION SOCIAL","RECLAMO","VILLA URQUIZA",11,12
201301,"AUTORSERVICIO","DENUNCIA","ALMAGRO",1,5
201301,"AUTORSERVICIO","DENUNCIA","BARRACAS",1,4
201301,"AUTORSERVICIO","DENUNCIA","BELGRANO",1,13
201301,"AUTORSERVICIO","DENUNCIA","CABALLITO",1,6
201301,"AUTORSERVICIO","DENUNCIA","CONSTITUCION",1,1
201301,"AUTORSERVICIO","DENUNCIA","PARQUE AVELLANEDA",1,9
201301,"AUTORSERVICIO","DENUNCIA","PARQUE PATRICIOS",1,4
201301,"AUTORSERVICIO","DENUNCIA","RECOLETA",1,2
201301,"AUTORSERVICIO","DENUNCIA","SAAVEDRA",1,12
201301,"AUTORSERVICIO","DENUNCIA","SAN NICOLAS",1,1
201301,"AUTORSERVICIO","DENUNCIA","VILLA DEVOTO",5,11
201301,"AUTORSERVICIO","DENUNCIA","VILLA URQUIZA",2,12
201301,"BANCO / CAJEROS / ENTIDADES FINANCIERAS","DENUNCIA","CONSTITUCION",1,1
201301,"BANCO / CAJEROS / ENTIDADES FINANCIERAS","DENUNCIA","MONSERRAT",1,1
201301,"BANCO / CAJEROS / ENTIDADES FINANCIERAS","DENUNCIA","VILLA LUGANO",1,8
201301,"BANCO / CAJEROS / ENTIDADES FINANCIERAS","DENUNCIA","VILLA URQUIZA",1,12
201301,"CAFE / BAR","DENUNCIA","ALMAGRO",6,5
201301,"CAFE / BAR","DENUNCIA","BELGRANO",1,13
201301,"CAFE / BAR","DENUNCIA","BOEDO",2,5
201301,"CAFE / BAR","DENUNCIA","LINIERS",1,9
201301,"CAFE / BAR","DENUNCIA","MONSERRAT",5,1
201301,"CAFE / BAR","DENUNCIA","PALERMO",7,14
201301,"CAFE / BAR","DENUNCIA","PARQUE AVELLANEDA",1,9
201301,"CAFE / BAR","DENUNCIA","PARQUE PATRICIOS",1,4
201301,"CAFE / BAR","DENUNCIA","PUERTO MADERO",1,1
201301,"CAFE / BAR","DENUNCIA","RECOLETA",2,2
201301,"CAFE / BAR","DENUNCIA","SAN NICOLAS",4,1
201301,"CAFE / BAR","DENUNCIA","SAN TELMO",2,1
201301,"CAFE / BAR","DENUNCIA","VILLA DEVOTO",1,11
201301,"CAFE / BAR","DENUNCIA","VILLA ORTUZAR",1,15
201301,"CAFE / BAR","DENUNCIA","VILLA SANTA RITA",1,11
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","BELGRANO",1,13
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","CABALLITO",2,6
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","FLORES",2,7
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","MATADEROS",1,9
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","NUEVA POMPEYA",1,4
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","PARQUE AVELLANEDA",1,9
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","PARQUE PATRICIOS",2,4
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","RECOLETA",2,2
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","SAN CRISTOBAL",1,3
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","VILLA CRESPO",1,15
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","VILLA DEL PARQUE",2,11
201301,"CARNICERIA / PESCADERIA / POLLERIA","DENUNCIA","VILLA DEVOTO",2,11
201301,"CASA DE COMIDAS","DENUNCIA","ALMAGRO",1,5
201301,"CASA DE COMIDAS","DENUNCIA","BALVANERA",12,3
201301,"CASA DE COMIDAS","DENUNCIA","BARRACAS",3,4
201301,"CASA DE COMIDAS","DENUNCIA","BELGRANO",7,13
201301,"CASA DE COMIDAS","DENUNCIA","BOCA",1,4
201301,"CASA DE COMIDAS","DENUNCIA","BOEDO",2,5
201301,"CASA DE COMIDAS","DENUNCIA","CABALLITO",6,6
201301,"CASA DE COMIDAS","DENUNCIA","COLEGIALES",1,13
201301,"CASA DE COMIDAS","DENUNCIA","CONSTITUCION",3,1
201301,"CASA DE COMIDAS","DENUNCIA","FLORES",1,7
201301,"CASA DE COMIDAS","DENUNCIA","LINIERS",1,9
201301,"CASA DE COMIDAS","DENUNCIA","MONSERRAT",1,1
201301,"CASA DE COMIDAS","DENUNCIA","MONTE CASTRO",1,10
201301,"CASA DE COMIDAS","DENUNCIA","NUEVA POMPEYA",3,4
201301,"CASA DE COMIDAS","DENUNCIA","PALERMO",8,14
201301,"CASA DE COMIDAS","DENUNCIA","PARQUE CHACABUCO",2,7
201301,"CASA DE COMIDAS","DENUNCIA","PARQUE PATRICIOS",3,4
201301,"CASA DE COMIDAS","DENUNCIA","PUERTO MADERO",1,1
201301,"CASA DE COMIDAS","DENUNCIA","RECOLETA",3,2
201301,"CASA DE COMIDAS","DENUNCIA","SAN CRISTOBAL",1,3
201301,"CASA DE COMIDAS","DENUNCIA","SAN NICOLAS",6,1
201301,"CASA DE COMIDAS","DENUNCIA","VELEZ SARSFIELD",1,10
201301,"CASA DE COMIDAS","DENUNCIA","VILLA CRESPO",5,15
201301,"CASA DE COMIDAS","DENUNCIA","VILLA DEL PARQUE",1,11
201301,"CASA DE COMIDAS","DENUNCIA","VILLA DEVOTO",2,11
201301,"CASA DE COMIDAS","DENUNCIA","VILLA GRAL. MITRE",1,11
201301,"CASA DE COMIDAS","DENUNCIA","VILLA LUGANO",1,8
201301,"CASA DE COMIDAS","DENUNCIA","VILLA LURO",1,10
201301,"CASA DE COMIDAS","DENUNCIA","VILLA ORTUZAR",1,15
201301,"CASA DE COMIDAS","DENUNCIA","VILLA PUEYRREDON",2,12
201301,"CASA DE COMIDAS","DENUNCIA","VILLA SANTA RITA",4,11
201301,"CASA DE COMIDAS","DENUNCIA","VILLA URQUIZA",1,12
